x1coord, x2coord, x3coord, radius
-2.338931017356887, 5.825258059768487, -0.489366624290234, 0.3358207191359706
-1.677770602279856, 6.698163510328857, -0.4843814926930942, 0.3567941610700571
-1.399288607628794, 6.489152803118669, -0.1269703598895324, 0.3532833895271669
-1.280965472022232, 5.684774759437478, -2.771296332680805, 0.3379914131076532
-1.598261453311785, 5.372286265361676, -4.243998515870859, 0.3455589388650134
2.122950073623991, 5.2945634938423, -1.046406234745322, 0.3385309912839961
1.996518655228039, 6.827915579615002, -3.284620349294855, 0.3329757132998994
1.823186224497241, 6.817968447995503, -3.617497052859338, 0.3349774195924751
-2.761944314215762, 6.222221093951705, -2.868752885521788, 0.3667284904776286
-2.530871051507845, 6.558776910489247, -2.915109011796519, 0.3234503693503774
2.044201213727271, 6.434513799494474, -0.5712347161500021, 0.3621650516340262
2.016471845548977, 6.269457165083604, -0.2412232343717823, 0.3545105318222042
0.4759190953125318, 6.731312424559029, -4.611819327119206, 0.3562282214463373
-0.7716125902159756, 5.518560281121999, 0.2994843166319693, 0.37062067889029
1.900334091225835, 5.524314817645647, -3.682027707749827, 0.3782314528630414
1.809178541003382, 5.287876696041926, -3.39693519244363, 0.3567666223344384
0.2525321551984016, 5.524159923060794, -0.8174861981278438, 0.3338113828198223
0.6222851025983571, 5.392591228871716, -0.7364576861994678, 0.3448952529020605
-1.587949844457162, 6.462575249861123, -4.079751459344668, 0.3587116413348544
-1.12262059728268, 6.583114537665524, -4.257997282405571, 0.3512063060187727
0.3372296140955672, 5.391366717838602, -4.21278552792278, 0.347606669988338
-2.307502945366047, 5.739171768490735, -1.147272580099696, 0.3788785567327494
-2.040246326276447, 5.302713613583684, -1.173625538581249, 0.3353936146110882
1.417604544228864, 6.703736554012741, -4.168737253608651, 0.358987146313153
1.967149965808731, 5.305236719685301, -2.924948382041865, 0.377715828642908
2.731024123044086, 6.074624445196316, -2.349813685463671, 0.3716628694090534
1.606221732079041, 5.985235289858042, -0.02238662187897024, 0.3596903446891137
1.869045484965684, 5.82967402549881, -0.3382593795313908, 0.3706591714725862
-1.660678764516885, 6.377241417348487, -2.31757416486813, 0.3497557386521239
-1.376720168446395, 6.078861683961992, -2.294992210310472, 0.3497489912483617
0.4500190514539354, 6.547480907104798, -0.421204883185255, 0.3463828581127209
0.07789575061659113, 6.594724143433657, -0.5977586816956084, 0.3498212210436439
-2.725423121864833, 6.37782189424953, -3.275670692302141, 0.3327035076329345
1.619199962333457, 6.727499519888393, -1.416098950105556, 0.3673461915766673
-1.396324910122202, 5.688808745912546, -4.535160763661673, 0.3477168017746867
-0.9694637489161909, 5.865520417722813, -4.69845654951041, 0.3508934298456114
-1.350596674332812, 6.061689695733977, -4.689080431764389, 0.3389375363234765
-0.07802276321921642, 6.520899077513456, -4.900133215408109, 0.3601732942162046
0.9331655146205591, 5.977534216085949, 0.2880888684029168, 0.3640191258733544
0.578825203809366, 6.085504697210737, 0.13352215576262, 0.4119409271986139
0.5101866206731849, 5.631463963850486, 0.3728495610736807, 0.3506895082271754
-1.840212553300648, 6.569061616695816, -3.6492143510995, 0.3384424258265952
-1.471060312272434, 6.654865621119466, -3.574500431513544, 0.3324168282547755
0.3466756825753667, 5.742003555572556, -3.655357433623042, 0.3220836054457654
2.368607488340785, 5.59176601976203, -1.863306798237247, 0.377714787523698
2.483906271754527, 5.451688852416457, -2.410091535528273, 0.3384176691559093
-2.692409473139952, 5.849208942106253, -1.370170823114537, 0.3370844549275712
-2.831600161110756, 6.128276225174056, -1.580870745920335, 0.3325470030822462
-1.875620660665708, 5.526551936960425, -3.015313227571223, 0.3941974788371399
-2.190868056519793, 5.297533246936672, -2.911055975602764, 0.3773497295366013
-1.145343360068119, 5.241746584239709, -0.8509103098956972, 0.3601044830507995
1.143295149934843, 6.783615458927247, -4.474664145173291, 0.3311614229480893
1.676373821093882, 6.793106348312056, -1.023944654196986, 0.3363136421153169
-2.037583983732567, 6.686091228236005, -2.87794095944373, 0.3565947023940034
-2.32063433264209, 6.520426886486426, -3.312127467730241, 0.3255389989641263
0.07651424552681346, 5.920938251173314, -0.8431618169815689, 0.3343954360771955
0.4742977413656784, 6.229028038962297, -0.6344358842518747, 0.4423871366071871
1.968968322549389, 6.179995651655712, -4.101251718938253, 0.3429312958156761
2.647405710051758, 6.073908146115132, -1.543965970357303, 0.3810263120174232
2.448723248315875, 6.439984878911651, -1.739028743549944, 0.3697626406927342
-2.458478989540938, 5.422447727819316, -2.181125912213409, 0.3459253173537621
0.7660330851366877, 5.368599516333909, -3.879243881737278, 0.3632554598176625
0.007347181248464896, 5.339654251903074, -3.983136801925743, 0.348377669481194
-0.1033403934341395, 5.432943202877031, 0.4678214811160545, 0.3497581360420395
1.549167091649351, 5.775314169245823, -2.860582389980284, 0.3709621404048599
0.7515801588690397, 5.389396363411447, 0.2754477325720985, 0.3502572498966953
0.7837597762840763, 6.364907100934737, -3.573403186651554, 0.3632717273373337
0.6851629555409247, 6.557615822902676, -4.13275894638021, 0.3551063003870309
2.732347252309282, 6.141099668180503, -2.898732588935879, 0.3339798933659389
2.473836728161775, 6.638471663479724, -3.15718983270653, 0.3227099773595483
-2.919099485520683, 6.040936737629726, -2.351050891291751, 0.3346636770949137
2.368388174510111, 5.502742504827868, -1.425871559809393, 0.3654690839343924
-1.015470316393551, 6.177314089131118, 0.1421173599564965, 0.3701328284396596
-1.593947483867184, 6.076926829062327, -0.006533432246510651, 0.3497685590364859
1.882894524255506, 5.657612104339278, -4.119690353725817, 0.3708069921467565
