x1coord, x2coord, x3coord, radius
0.2406847067290654, -0.3754864496973674, 0.2384522675673629, 0.04412146189931869, 0
0.1946465759489525, -0.3508444640191294, 0.2357785163326377, 0.04705152025587148, 0
0.2461501220008018, -0.4117115925788199, 0.2109658968927344, 0.04412146189931869, 0
0.2170232169425272, -0.4346863098328144, 0.200457804965968, 0.04531320800997264, 0
0.1831215519458053, -0.3563446928928639, 0.2375602706381841, 0.04654059442257286, 0
0.1600100337727268, -0.4093283892203609, 0.214407263170766, 0.04459563003551615, 0
0.1725531504978763, -0.4238803869034982, 0.1997325773942507, 0.04459563003551615, 0
-0.5803529693302372, 0.5555558221531959, 0.7002531259003237, 0.04705069015084857, 0
-0.5875945429456904, 0.5220033049994045, 0.7538730249961293, 0.04625617206124501, 0
-0.5877269425963332, 0.51870879902284, 0.660472522692264, 0.04822884110553453, 0
-0.5880642452515886, 0.4870400221973396, 0.6643712668591917, 0.04822884110553444, 0
-0.5767528715514446, 0.4660164567154696, 0.7278647908400583, 0.0462561720612448, 0
-0.5919780577152081, 0.4927917741820941, 0.7529979693372685, 0.0462561720612448, 0
-0.7805789532954783, 0.0673211093965376, -0.0003846082563671227, 0.04350107268329403, 0
-0.8144399212034341, 0.0544076932178704, -0.03430738879179874, 0.04350107268329403, 0
-0.7493833220651845, 0.09102345286257116, -0.01323415730515756, 0.04350107268329403, 0
-0.8127046671985634, 0.07407457214044592, -0.06977524536615798, 0.04350107268329403, 0
-0.7844968918733723, 0.1017880245834435, -0.07883630195981108, 0.04333810959823427, 0
-0.751238838182548, 0.1119161548127924, -0.04057017121616107, 0.04333810959823427, 0
0.04457712011505778, 0.4557818372748371, -0.2126246868029406, 0.0447619734909519, 0
0.03789378338642439, 0.4182135516838786, -0.180134573456379, 0.0447619734909519, 0
-0.02478336591035454, 0.4595740141039754, -0.2284987758188918, 0.04478670502590906, 0
-0.0351850454912415, 0.4212309065386814, -0.1922915458998903, 0.04478670502590906, 0
0.01349572553620653, 0.4670513697188651, -0.2361454111503614, 0.04478670502590906, 0
-0.00305087715429473, 0.4025109439863911, -0.176371139994121, 0.04478670502590906, 0
-0.3009037340553237, 0.1950125930669189, 0.08204682654898666, 0.04564401312056893, 0
-0.303975510339245, 0.2250683532529956, 0.04410192849288613, 0.04580718499892308, 0
-0.3234111101515485, 0.1810084989604296, 0.09687940922324424, 0.04564401312056893, 0
-0.3849496459834043, 0.2066786284521838, 0.04003620885245605, 0.04899287106987244, 0
-0.3837136440836369, 0.2053628980409403, 0.03476775255685361, 0.04927718546402135, 0
-0.3577022882246864, 0.1945263012209454, 0.09719685355048552, 0.04564401312056893, 0
-0.3369433391487467, 0.22992402833186, 0.02055718436044675, 0.04580718499892308, 0
-0.293707179721274, -0.04583367767785355, 0.782337202927785, 0.0495379460658584, 0
-0.2939357567677328, -0.05862888716046158, 0.7737394828875477, 0.04892363252245065, 0
-0.3340369298023543, -0.08734657115815354, 0.743884297329528, 0.04770888966164021, 0
-0.3714330592820937, -0.007602402364264373, 0.7806743407344591, 0.04414104053173052, 0
-0.3854587146079764, -0.0261352399120351, 0.7562862581470294, 0.0480511196893957, 0
-0.3307520886134833, -0.01675061346113679, 0.8077689255863627, 0.04414104053173052, 0
-0.3866262917969943, -0.05496463687443241, 0.7513053126094618, 0.04770888966164021, 0
-0.9192340636003951, -0.1017129012266577, 0.365987079904984, 0.04460870964389066, 0
-0.9211160302127385, -0.1480814702441896, 0.3783905196779626, 0.04472168379094406, 0
-0.9465542485450564, -0.1753168582329188, 0.349745451210636, 0.04508096266845332, 0
-0.956238183029305, -0.1659857964621152, 0.3153918626568871, 0.04508096266845332, 0
-0.9486371776668635, -0.1185577926286208, 0.297769623879395, 0.04508096266845332, 0
-0.9260520386697134, -0.08992022566188498, 0.330076895922256, 0.04460870964389066, 0
0.09915114339480706, -0.6821499092727928, -0.1725212410378876, 0.04534530220443812, 0
0.04703101881398404, -0.6861024121383268, -0.1843362742103428, 0.04517855805422141, 0
0.1072734403745138, -0.7424184774603022, -0.2195170516360416, 0.04498925737439918, 0
0.05343689487391231, -0.7337027426101109, -0.2305170312684803, 0.04468877738694659, 0
0.123416900441978, -0.7221892150352377, -0.1960817496867859, 0.04534530220443812, 0
0.04250973568306252, -0.7238378191746485, -0.2233447571957631, 0.04468877738694659, 0
0.5481023253966369, -0.1338298871405829, 0.1706554149354765, 0.04545338651974148, 0
0.5481422285185044, -0.1630456413070937, 0.1818541971059436, 0.04515692711252842, 0
0.5939095547032056, -0.1190130982445405, 0.1405954684236921, 0.04439874474225058, 0
0.5759818992683238, -0.2009586702554485, 0.1655870964852106, 0.04450669654323412, 0
0.6154817172446023, -0.1551482525203296, 0.1248895466419138, 0.04439874474225058, 0
0.5988369991769935, -0.195574946470658, 0.1294140860437229, 0.0445066965432341, 0
0.05936381892633993, -0.1309344329742865, -0.9495401209117291, 0.04486032730492278, 0
0.05526484325833379, -0.1685398950557073, -0.9536765913073819, 0.04486032730492278, 0
0.01718763951912355, -0.1874349541836073, -0.9563050878584171, 0.04486032730492278, 0
-0.0123220992547625, -0.1748844876215375, -0.9514156042716863, 0.04486032730492278, 0
0.02953112248251376, -0.1054524422578481, -0.9492046649109576, 0.04486032730492278, 0
-0.01681752358509192, -0.1257917170748558, -0.9510372066077215, 0.04486032730492278, 0
-0.5699359188480725, -0.4407223686111669, 0.5983686460256565, 0.04396014427993035, 0
-0.6142934926776505, -0.4310534961412493, 0.6077140807185312, 0.04396014427993035, 0
-0.5563652528820482, -0.4610440772483668, 0.5723689485837526, 0.04803192002181588, 0
-0.5666074323911485, -0.491676220452995, 0.5615526825661908, 0.0468944548779458, 0
-0.6489739531322202, -0.4487708854089978, 0.5836591252249773, 0.04821220288361907, 0
-0.6193728776234215, -0.5101788803559867, 0.5687323230273861, 0.0468944548779458, 0
-0.6524083385270323, -0.4684998799324509, 0.5765655409351516, 0.04815045498754371, 0
-0.3047651458686258, 0.282586584553053, -0.3000115811243083, 0.04425325514451468, 0
-0.3683432629900484, 0.2792427760331175, -0.2713962842289114, 0.04425325514451468, 0
-0.3247114195025449, 0.2895580860300178, -0.2726490970712775, 0.04425325514451468, 0
-0.3246332941376435, 0.2649698579716118, -0.3383155309476346, 0.04425325514451468, 0
-0.3708955298024637, 0.2619077468771415, -0.3299498156832321, 0.04425325514451457, 0
-0.3849058639644656, 0.2602576603415907, -0.2987596183641678, 0.04425325514451457, 0
