x,y,z
-1.4088694160675355,4.8966434209283847,-4.0562059397908232
-1.3136533579444432,4.8793656092565039,-4.2768120712305686
2.4524186306546074,7.0127767413917486,-3.4090823481188615
2.5489642847561123,6.9206301555719874,-3.2252808281072736
2.6256245608709805,6.7787211236117662,-3.2239486386326162
2.5357861991297646,6.72305932111421,-3.598406675386046
2.4651746947266018,6.8803203478038553,-3.5987130336045534
2.683205448323664,6.6792994550942391,-3.4040597164116595
1.8517044452442919,7.164901357061181,-1.0802720190225104
1.7715963920110422,7.0981701902257663,-0.90942632329953232
2.0636289681350095,7.0257459842141046,-1.1735773569769818
2.1428044171455669,6.9928605340299148,-1.1092227660217988
2.1763065336340217,6.9792253118756982,-0.90444977727681397
1.9970440457495242,6.9990420101033175,-0.75179829631889117
1.8412051961594871,7.0182956086992752,-0.78666844454967211
-2.5658544596305695,5.4906630304663313,-3.9228343770035301
-2.5564801124595986,5.3838610518534571,-3.7600082565851083
-2.440726117589759,5.4394550826134997,-4.106525044577511
-2.3060958774598261,5.2981168294247789,-4.1052593427032056
-2.4026460262979463,5.1252477297183114,-3.9073405874164648
-2.4810535585663698,5.2112696299963117,-3.7558476750781011
-0.75313550887443681,5.0734749660276552,-3.4625444800675185
-0.96883772436655524,5.0752648604909298,-3.446580942605983
-1.0725656776170547,5.0281535868115812,-3.5870154561160872
-0.68000436475084891,5.0150101013147959,-3.6835526680572177
-0.7671077563822768,5.0512498417295681,-3.8153750217453437
-0.98981711288903951,4.9936526717594552,-3.7884122461545031
1.7755193798187046,5.5279250282521337,-5.0786054044819338
1.688398213256449,5.2307288630376201,-4.8435315557894327
1.6538052464637871,5.5807858360955391,-5.0621820056997624
1.5033549193596694,5.4489165148507821,-5.2082738978310559
1.4782267969968537,5.1731678984700498,-5.0009021212039642
-1.9184451497726125,4.6799349632491047,-1.7441920170681176
-1.9149410735065886,4.7330425259632305,-1.8898110289180006
-2.1034431103091515,4.685150919833025,-1.6238762470850159
-2.279350414864628,4.767942179336818,-1.7573275994969344
-2.0683912041002226,4.7066371316502842,-2.0323415690966633
-2.28147504140974,4.6938146866043633,-1.939783751067035
-3.2030903036568317,6.1522641662633708,-1.296968669836098
-3.2900397953987826,6.1113194866553435,-1.41102858745628
-3.3293306407495979,5.8299999656040944,-1.4594118840981045
-3.2149931226672721,6.0551960829528193,-1.092118154413481
-3.1912120981738226,5.7567811610237012,-1.1593869929787626
-3.1512132462925551,5.7400223516134021,-1.2493569943253404
-0.7599188965372794,5.886663294259062,-1.5130869828514093
-0.85761488087881521,5.7530662848873177,-1.5466829876664003
-0.72243118261860917,6.0445654559704804,-1.6509923928287948
-0.80149297430431909,5.9792264238274235,-1.8600514587459116
-0.84378432403791837,5.8741031763168925,-1.8796537349856166
-0.93983434470236304,5.7150198421461464,-1.721962071031981
-0.63321431318779298,5.6850316635317704,-1.224658581730341
-0.63062911516317988,5.8990731867551904,-1.3590470866191282
-0.70862555739478661,5.5803227768446684,-1.2706804351965864
-0.86244540505010636,5.5798242669988669,-1.4317884999985948
-2.2533360746889679,7.2488012959525854,-2.1315353446394831
-2.4465960518945353,7.1045915854972561,-2.1704804788727552
-2.123441247776471,7.2070242682910735,-2.4776159608775057
-2.3881218070654646,7.1188381792667794,-2.5304812082978341
-2.1743644181072277,7.3203175247003651,-2.2504108682177475
-2.4939841585207119,7.0455497803996225,-2.332546023763427
-3.098644113633549,5.8210405748112812,-3.1411234851034866
-3.0651655590998574,5.9543707623060902,-3.3374130312721215
-2.9892729107774825,5.6548533679301682,-3.1270401341789795
-2.8884507603685416,5.5888623308331171,-3.2893840136622443
-2.8496172634096149,5.7194720332419573,-3.455037730120508
-2.9494773184015592,5.8807209064868413,-3.4716631332580241
-3.3992749012372587,6.1183995143636514,-2.728245678561422
-3.3292322719345875,5.9686061354995505,-2.5909827674895163
-3.2696241187847037,6.0804964879885155,-2.9848419385729139
-3.2119740372297816,5.9068125425167279,-2.9915264374441786
-3.2235132833342868,5.7696068551926123,-2.7662226499914286
3.1244550164254492,5.6412032180545717,-3.4793851509590596
2.9772497187284301,5.553084163608748,-3.6039126080716732
3.0020588340733458,5.8810633178853298,-3.8132436424589677
2.9951000967876289,5.5467451562442758,-3.7291596427942064
1.8300798999497678,4.870672858385781,-1.591470323766546
2.0742455074162538,4.7753957174447805,-1.5937585379447041
1.7721696097948556,4.9643778949977353,-1.7350720715921297
1.8085963067291011,4.9166736410036451,-1.9044111567856727
2.1129337897499401,4.7220463853588512,-1.835989841743243
2.0311460548675333,4.7713724670736131,-1.9475896784930102
-0.57671452254277289,5.780348426327083,0.8737647072799184
-0.42275998930112718,5.6556832302338043,0.92724597159132771
-0.4583039071007976,5.4373112307187217,0.92875969757233046
-0.64538183041526753,5.3779248857686754,0.94580022639915762
-0.10033743709944544,4.9021317088408241,-0.34067887917121703
0.0070472513996221852,4.9129697950264548,-0.53337174251954289
-0.059546149658271368,4.9117978759784835,-0.6828512240215594
-0.24764120473582868,4.8551043445900319,-0.72220418115709384
-0.23454262012775706,4.9304436344232885,-0.30691543379816988
-0.40721044814299923,4.8723514635707428,-0.46059076703174751
-0.39046898252489359,4.8609095304242596,-0.6191279352759308
-2.297282595527435,6.7688517989673551,-0.52537334822118831
-2.2849825076956987,6.63604523406054,-0.33347739960645828
-2.3387337777894439,6.4558388542627023,-0.33460306233393683
-2.464424132638781,6.6840866685550431,-0.67669092958216781
-2.5268676662358156,6.5137427608178644,-0.66393101571309876
-2.5621748422553838,6.4591640535132901,-0.53699676335202096
-1.5956393762878387,6.0734676008224735,-4.9841176601977875
-1.6205651667403125,6.268704459341965,-4.9882448080694317
-1.75589869509267,6.3593587683802921,-4.9243504539757241
-1.9447211085317173,6.2177993308468826,-4.7993258590952781
-1.8592486217731576,5.9881904064865967,-4.7777000879385092
-1.8119703127779299,5.9533139691995567,-4.8203680729862848
-0.18736226379811152,4.9577772298826863,0.081832182733090827
-0.2418047490632915,4.9728003943221308,0.20211350078504331
-0.46808788370964405,4.9965606792672386,0.24358845912469829
-0.57438221337312145,5.0088875151304419,0.12788236521727397
-0.53048593467605865,4.9536145949713291,-0.06198158546678869
-0.31414337905466999,4.914430194126437,-0.10034046977442682
1.6317177679182673,6.8942736520857348,0.110605461530337
1.41775361849466,6.947411712979723,0.090990498431241282
1.7396920645190348,6.8982345215323955,-0.074442989570446524
1.3475269804549308,6.982551388385839,-0.071738277027070446
1.4447065873298035,6.9768661204221329,-0.23754716830276729
1.6513429687363939,6.9379173438191444,-0.23423859532173943
-2.9454186825038442,6.5966462870295146,-2.1927609595668063
-3.0075936229175957,6.6004569888042344,-2.1463145192018307
-3.0213690061936216,6.6826617547327505,-2.4127764188296479
-3.1465162849807191,6.5931699535192898,-2.5314660205424415
-3.2987859904221373,6.3936883978419301,-2.4443175492590772
-3.2946161663796252,6.3831295829953296,-2.2111370135371242
-3.3026260296692982,6.3382802002864036,-2.3482013380174434
1.9091474726581743,7.1318124316016265,-4.270285567146237
2.0505941705334534,7.0746632333851016,-4.0832772845530467
1.8445209631855624,7.0252703457413439,-4.3680339362374623
2.152460769165998,6.8992014943343847,-4.1224964111948683
2.0840975409191009,6.765144764587447,-4.2737711735809443
1.9225594237813097,6.8568013554198384,-4.412550320023322
-0.57766421373559773,6.9508321817505898,-5.0248381085268354
-0.65523946095369445,7.0165623485525872,-5.1000925680941016
-0.3441187426608272,7.0079280975592839,-5.1170546908933066
-0.35725913989377606,6.8549798202515353,-5.4105302990991397
-0.6205094129196439,6.7466578389964136,-5.3732342228643368
-2.4967828833683501,4.8519757145693472,-2.4720602762376149
-2.4749767933890525,4.7397259638639921,-2.6791160434484027
-2.5829913660035491,4.8997599350650276,-2.446124041079988
-2.548754085484628,4.8413398479749308,-2.8592515432023529
-2.7269613637858852,5.0459356383993343,-2.5547727764096129
-2.7068888451060156,5.0983088794781359,-2.7256117729022478
-2.6406322623560068,5.0217402228679555,-2.8539329779985976
0.9491936204929754,5.7437194521423427,-2.8783910012362894
1.0567685793389101,5.6855964746071548,-2.7228952261772976
1.1721982101958406,5.4426560758868954,-2.765698346265415
1.1626932574558799,5.3856177594098238,-2.852900170136472
0.91665230858499858,5.5564304964686881,-3.0386832055763948
1.0102965795212495,5.4137367615898331,-3.0224293044744539
1.9957163747301898,4.9114280268338408,-3.3993250728791589
2.0403799287373166,4.850477763764462,-3.1590434716805644
1.787404077265573,4.8467266569933196,-3.4563203096058635
1.943399149824713,4.7561187154261653,-3.0882131209046269
1.6863864341170347,4.7597841573613033,-3.3486368136420466
1.755622091477564,4.6817940278103691,-3.1675573245317752
0.88420413862440839,6.4025799102551746,0.82211840833255967
0.69957117275761949,6.3394581505551679,0.82278200060541662
0.65533905991513564,6.1390209544754564,0.84246085513156788
0.81663560639490029,5.9836508331135763,0.8151230566248715
1.0639340327425757,6.2517454310183496,0.75582577368233461
1.0191842686971408,6.0519142480168204,0.77734185504064979
-2.4318448280942908,7.086319939308293,-1.4462474057441055
-2.4582881456410299,6.9701531377992225,-1.2445542896785948
-2.5714747753160774,6.8337223715534536,-1.234603069765654
-2.6922394908944742,6.7759101692431951,-1.3816342226085332
-1.2344055380661594,7.0295224136277978,-4.1258921218120754
-1.2541339191804164,7.0309824295746157,-4.277895191529244
-1.510644256335768,6.9405004465912379,-4.3915155290050976
-1.610708439813999,7.0315429638275688,-4.0510500565334189
-1.6471425004899025,6.9593494105657063,-4.2683396243971909
-1.3827564593736261,7.0576770472832067,-3.985587921090918
2.3966141786732247,7.2066684988839089,-2.6691068980961985
2.3311547239739405,7.278615565667363,-2.5194521212959686
2.553028279176957,7.0895703216343309,-2.6776125193325204
2.336861970677051,7.2114029562818276,-2.333212824924352
2.5540701641145542,7.0229858154686209,-2.3071848133792221
2.6055454649058505,6.9444308291510808,-2.4484658767203138
-1.5139863747370834,5.3489202601016954,-4.9012747178138216
-1.4696016966938774,5.1223272092919307,-4.9130809253688348
-1.5938953815628369,5.0037625266079466,-4.7958381422020162
-1.7278863389337216,5.0797477153848858,-4.6830395350213436
2.2772030520638009,4.8103337578805139,-0.83042327851675968
2.0136793325931572,4.6889939824434466,-0.91311633821219618
2.3594288387715245,4.887557147592041,-0.97591232125311644
2.3703542796085912,4.7730424891715915,-1.1560159336874676
2.0713267204139121,4.7509136106891692,-1.2101020526142867
2.7166498560407124,6.7571887891849922,-1.1713653307879366
2.7702138746428502,6.7302232932512762,-1.3896090121897196
2.815326787827658,6.7103010804990104,-1.0419321269320612
2.9331959651881183,6.6492781175833384,-1.4430949429951716
3.0430935727698114,6.4466616473831282,-1.1867528984449831
3.0038444490837137,6.4691808178044798,-1.088708703098622
0.87539227398806818,5.1116658468584033,-0.8662143811355022
0.96886910885408772,5.1168474017578589,-0.99097550619982067
0.67896520864126098,5.0715477289792705,-0.87268667053841187
0.56650390830856545,5.0914628136725133,-1.0414893560793379
0.73079016220252602,5.1975695063313161,-1.2530650665720526
0.91916228644607911,5.1572984266514874,-1.1941596603308098
0.61357939993862853,5.1609861414484826,-1.1934938220027196
-1.647293261430381,4.7361192254916125,-0.99390953355323874
-1.813782481975331,4.8873540515806617,-0.78114715548038416
-1.9910193833257415,4.9178761940794375,-0.86378305211777762
-1.6679251876498649,4.7209799822649785,-1.0535644647829803
-1.8834453879150121,4.7288422871939213,-1.1637804029285943
-2.0422265983877823,4.868575545528036,-1.0431270164083521
1.7087054516683811,6.8184689314843707,0.28092739565749253
1.6275857969817429,6.8671075901746486,0.43934952917520081
1.3616689653909411,6.8522606110097621,0.45016298526323328
1.2963405970442941,6.9471058476576868,0.26435958203369414
1.50081496666209,5.1000877001868696,-1.5236715237350074
1.3410360118017286,5.1296170440937496,-1.5123881113585063
1.209987237522222,5.2422088212583251,-1.6684257301619172
1.5661847903158224,5.0604172696840379,-1.7078607584103342
1.4868081367400006,5.1817548029412004,-1.8937813238008532
1.2740711609894573,5.3296833199322888,-1.8110261359848998
-2.7520708977713659,5.6425231231610162,-3.6115236145961358
-2.6736492553069575,5.4505369528154253,-3.6012441429058661
-2.7054450273644242,5.7597129373619573,-3.7773844457858221
-2.6425879607215021,5.6897427031197427,-3.9152986436803703
-1.0478098443484718,5.6618685912243478,-5.2022525819032976
-0.84214534337131086,5.7607468116224787,-5.3017483791359554
-0.62712270220827138,5.5510852566569637,-5.2543318873421869
-1.0489908778425128,5.4651814792913385,-5.1761524663043321
-0.920466440417397,5.3554476664908544,-5.249107537725541
-0.66245365624089914,5.4772631405522532,-5.2979110329410926
0.97444920704992388,6.9307708529883341,0.54599359737760422
0.96080982384755453,7.001727269387354,0.38258985810804569
1.0975008298978643,7.00149680632477,0.23250761945194939
1.3446021691484293,6.8793754618023453,0.51108420940392363
1.0935850590192595,6.9357756899173522,0.62284593475308669
-2.7765678762096568,6.8594402939226677,-2.1334969097478504
-2.8870116962824213,6.6915731795807094,-1.754732353745742
-3.0455398047227344,6.5866800532321763,-1.903094702010433
1.8810275699942165,6.8066052966656541,0.30643886076367394
2.0388456427546156,6.7494656594870674,0.11102693995173027
1.9523409202559299,6.8372685920727427,-0.074348503698910273
1.2306135301746648,6.3182661876094235,0.72968374111176015
1.4214867494750023,6.1890199094220417,0.63490212507550414
1.4355836771057857,6.0677235493682407,0.63240159757188796
1.2338470345644719,5.8714279399001619,0.62289541110171442
1.1795255704633345,5.8707919654818701,0.62530416279811452
1.2855218360540268,5.4976301949517765,-5.1785804571088923
1.344218857791857,5.1613981184355779,-4.9682047544101087
1.2299417373249035,5.1313533399977782,-5.0788714246267634
1.2369224347174073,5.4037332233927851,-5.2853470226120267
-1.7638545714438396,6.9867789906651341,-3.9006457036505817
-1.9467641749202103,6.9740236852321198,-3.9763769791684198
-1.8676477285490913,6.9237449797374886,-4.3049642472357528
-1.9981994674462342,6.9207896389930488,-4.1383611205507096
-2.1196687420353366,4.7068150659402104,-2.5303747419009723
-2.2399000142547436,4.6427388749002976,-2.6972532240093003
-2.3828539903706041,4.6742138927370966,-2.2936118989001519
-2.1932794356354277,4.6878662248700094,-2.3435404013959276
-1.8439159995593564,6.9340824536571883,-0.057643712963401317
-1.7348163393764415,6.7490622035809977,0.078036409785274277
-2.0217719242766461,6.8251762599518457,-0.21109933552031424
-2.0629066299456551,6.6952222676680426,-0.20098263890753607
-1.8235447804051046,6.6075277432120254,0.0995725330759238
-2.0603710939306534,6.5940465010234943,-0.037833448320007255
-2.2204292083906232,4.8565826635993901,-1.3604279500268486
-2.3860962091463764,4.956615618951993,-1.4909292643803489
-2.0916627492429072,4.7543780206907007,-1.4385498306042248
-2.3983170181729054,4.87232973817739,-1.6878349071767045
2.2799114743326565,5.2422794457022359,-0.44710399704598802
2.3376219889475585,5.1099248125953247,-0.62920062034727697
2.1746277228816533,5.1737095086569056,-0.31760675147710182
2.079991542558659,4.9642138741830468,-0.34069476769016704
2.2379497672613784,4.9247615486568135,-0.64465297486039941
2.1528003871390475,4.8557915107978005,-0.5184773021618474
-0.93979855286062108,7.2362174707677784,0.24881505998328066
-1.0951770469258308,7.0601576636630625,0.44200959608324719
-1.3467777470845972,7.0979699122832196,0.24530830588412042
-1.2108465106697364,6.9788231787523225,0.34860515197650288
-0.99302917074558805,7.1954042329176158,0.10535047188539173
-1.1637651175923485,7.2238593778406761,0.052872774435080518
0.35736622437586096,7.090141898452659,-4.6425915758184466
0.48573000815021378,7.0429389356411924,-4.9209741017345952
0.16110747171484455,7.0798425410104153,-4.6457379200766624
0.46628247986303745,7.06300008124171,-4.9573206198569864
0.20622655938590589,7.0574491542180589,-5.0680665134874214
0.051339647625932579,7.1004112719762489,-4.8017550345593252
0.1346855895682903,7.0439642616745308,-5.0371546507574383
0.9962101529728643,5.9301737651124977,-5.2052405408737696
1.0497344391194932,5.7544630204545992,-5.2788964105797564
0.8350500507012707,6.0044311774000336,-5.2496326298824352
0.64281822751666551,5.8440475740406264,-5.3162513150038562
0.66490461975972026,5.7046960106068987,-5.34137456819251
0.87419983820545721,5.5847400327794814,-5.3051009444000785
-1.0920531277134635,6.2763402097162109,-2.5108471496105746
-0.88699657998319803,5.997367275549804,-2.3104078563207571
-0.90268835525636892,5.9565875141704687,-2.5060964326429809
-1.0748285994183067,6.2912312618424764,-2.3572244970881266
-0.93096830796435737,6.1334534415181583,-2.2457043369843155
-1.0019473386534692,6.1055288720633598,-2.6274693608750108
-0.78178317627445892,6.8851251726105023,-0.9907036630123488
-1.0049137907038939,6.9038610052051261,-0.83264772664495734
-0.80102810841480909,6.7972538653603873,-1.163905046037583
-1.0198581804454991,6.7569003883660956,-1.2561588625286662
-1.1027002130740626,6.9614682128968202,-0.92058880508827123
-1.1489355732641811,6.8651272903257556,-1.1835383383450233
-0.84634871315392712,5.7634710855375051,-2.5947150196764102
-0.86998530160768595,5.5543080646539629,-2.4530198075828431
-0.92308109272526939,5.766587313608154,-2.1335910139877585
-0.9887655046078776,5.7257061627943475,-2.1571673796612574
-0.97115772436287551,5.5598623697158862,-2.3002940444977602
0.5938017758102565,6.2473081923605109,-5.3190184119175496
0.44907727147514176,6.1476710792107783,-5.3056180457991751
0.7927758523024061,6.1801626541390169,-5.2606224321273256
0.46377265067161788,5.9501809766965845,-5.3497066969430493
-1.7528240792740122,7.0726857142395945,-3.7677340726024209
-1.9466911977839039,7.0657018414641204,-3.5804662794408122
-2.1237664848031685,6.9310708166948887,-3.6562666438960481
-2.1474696489367591,6.9186477935760289,-3.7769171397512236
3.3170328941047171,5.9401604790323219,-1.9631028195584703
3.447889200923806,5.8926935961397309,-2.2472479049715974
3.3268106374221724,5.9386072076232512,-1.9657047465225805
3.3391314029745631,5.9275219975302589,-1.9630110932615457
3.2635258054739449,5.6848440572462371,-1.9338243291223636
3.4005288027511318,5.8120040880449952,-2.3340868379809887
3.1449876168738418,5.620095611818547,-2.2682478225297977
3.1166990015407974,5.6283228941380763,-2.250887979499022
0.60127749227047445,6.8904162921412277,-5.2350300892310067
0.45053572297934291,6.7888565113876309,-5.2765970054705162
0.74202861791583696,6.8486995345381194,-5.1943766039181778
0.81209268053249095,6.6423649413300323,-5.1627180058450559
0.46088132586853064,6.5534597922041131,-5.2460017152137413
0.56852717185910762,6.495807856540047,-5.2610081805175879
0.77768398960770935,6.5631094236906238,-5.1824707328618924
-0.074229722490449138,6.4436914158269749,-5.3746579095780636
-0.2139712273064111,6.5411265106063334,-5.3974517590862794
-0.42534687881996985,6.4323777548816601,-5.4258623419275747
-0.45595282261160625,6.2738297452576468,-5.3695479721387693
-0.078491024795418848,6.2354213029308205,-5.3726549744288192
-0.25136324808799732,6.1381691133360485,-5.3869369247729599
2.245083895381085,5.6114263208776975,-4.7395645685595102
1.9842329633589444,5.6232044146567466,-4.8441418489610353
2.233486139987364,5.3354712118844674,-4.6382297059030071
1.9842066480156499,5.2644090658831191,-4.7318104985464755
1.9873974249168118,5.5931586864790201,-4.8966677949000115
0.81643890725879242,7.024294116804005,-1.1054947227489504
0.92783412441123991,6.9704354224510299,-1.1623903268221796
0.57480566222284624,6.8730096737928292,-1.0662351912846626
0.91596610645190235,6.7730134599350871,-1.3024685190658361
0.63754239995049833,6.6334741737859533,-1.1747273931968945
0.71955736216399613,6.6190614744243765,-1.2428013845694255
-1.9655758275049973,4.8232970373214679,-2.5684244040829247
-1.93136387350456,4.8353518910204283,-2.8011442419889399
-2.1376311144151416,4.7335348399581685,-2.9036367672747843
1.6102758072729426,4.9304169388301027,-0.98787356407221305
1.7116170797873163,4.8404178146184371,-1.0166812595376611
1.8197092738313099,4.8158947033978281,-1.2515531787868002
1.7524866272898159,4.9098432922519333,-1.3812783853934323
1.4734552554350233,4.979761771804001,-1.1745517721573588
1.5866034547283638,4.9857282563849417,-1.3748297755608925
-0.75351052015100783,6.2015323786056271,-3.1399904199573734
-0.90828313727668086,6.3561367694518438,-3.001222696836817
-1.0029056689394089,6.3184583023378149,-2.9138946755594484
-0.76439165712436785,5.9664460760928435,-3.0151152997388282
-0.84354514532647451,5.9444088938286948,-2.9008775985469408
-0.95527714011324971,6.1199695313049238,-2.7800965276279865
2.2797153719169891,6.7733018254306083,-0.24621747494679783
2.0502294573233901,6.8508873917152648,-0.23785711081336827
2.3329640613375044,6.762624936211564,-0.52294486516663163
2.282495289546234,6.822080207003947,-0.57875942832310956
2.0839583009470588,6.9349539510572313,-0.55320937373311629
1.975728344374694,6.9088433146830361,-0.40109007137106856
-1.0349658648360172,5.1249077141460138,0.4263607569326221
-1.0752764024397496,5.2138119332518666,0.62165355908157793
-1.2905495489379684,5.2567576128624829,0.65951410093558938
-1.1692042903698634,5.1143996441464781,0.29263659011984527
1.6162457678314595,5.7415476253830926,0.44649091573996369
1.4406197680332764,5.6515920182238562,0.57437175264168228
1.7013824133514626,5.6622478273931458,0.35424273302917098
1.6500570181762408,5.4050165741051286,0.31136012561551696
1.3649040502972296,5.4775632268488117,0.53206831341111493
1.4820498195398581,5.3437986846764316,0.43366019372648013
-1.3105096269823668,6.9144430392622107,-1.2473147109811511
-1.4593894987965659,7.0670115139413303,-1.063223049807253
-1.3935787520791585,6.8752406054674085,-1.3992352329801576
-1.5766700595512464,7.0607600084541202,-1.4363478426978544
-1.6315830096982598,7.1509110402945133,-1.2891041404535406
-1.5424054690304412,7.1187427274779091,-1.0910310354509756
3.0757042256865734,5.4804908176617273,-2.9488169357651386
3.0130865807172182,5.4713830875960889,-3.2027951509562733
2.973825291060213,5.4420596240542229,-2.8351631536099742
2.7561089466001296,5.2926654607637378,-3.1521855417429361
2.8208838162291343,5.2654684639118594,-2.9011958509419893
2.8714867389852499,5.4101415186696586,-3.2522526647541685
2.0658822483422332,4.783066817803304,-1.2287262500554383
2.1170586007724079,4.7265222493665524,-1.5181600099170398
-1.4546005893861358,5.0598408464389735,-0.0064144189548300361
-1.649791417970075,5.0797894706216695,-0.12328676623758515
-1.8062077737608684,5.1812998405177009,0.033813540492271144
0.79839373584570894,7.0960343562260784,-4.7584722514331661
0.65357176310872989,7.09028835053872,-4.4904281999168525
0.47007925073138168,7.0629985035945868,-4.4993130813830264
0.74663050334620862,7.1077574342325622,-4.8529005837731534
1.4187951383699273,4.8500329745432538,-3.043345847667263
1.3322437092611403,4.7816506695159227,-3.1609434518369577
1.4760307684464686,4.717874922720191,-3.3888884120426681
1.5829706358253057,4.8130224872785554,-2.9805884335731938
1.3908221898563113,5.2104366413494603,-2.5645593600701826
1.2837674881288066,5.3851203884445491,-2.5620387886712037
1.4375294530951341,5.1075214100313975,-2.7167967302438036
1.3475003141576458,5.1697164950484025,-2.9362634053055587
-2.2479170081458584,7.3033589970507045,-1.2956958819903013
-1.9148556727441641,7.3037625493417409,-1.3360220638625757
-1.9355352778389048,7.216913610795892,-1.6268685673254051
